o,percentGood
http://dbpedia.org/resource/Template:Saturn_Award_for_Best_Horror_or_Thriller_Film_2011%E2%80%932030,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Actress_in_a_Supporting_Role,100
http://dbpedia.org/resource/16th_Critics'_Choice_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Actor_-_Motion_Picture,100
http://dbpedia.org/resource/Jussi_Awards,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Awards_1998,100
http://dbpedia.org/resource/IDFA_Award,100
http://dbpedia.org/resource/African_American_Arts_Alliance_of_Chicago_Black_Excellence_Awards,100
http://dbpedia.org/resource/C%C3%A9sar_Awards_2010,100
http://dbpedia.org/resource/IIFA_Best_Music_Director_Award,100
http://dbpedia.org/resource/David_Thomson_(film_critic),100
http://dbpedia.org/resource/Toronto_Film_Critics_Association_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/Black_Reel_Award:_Best_Supporting_Actor,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Picture,100
http://dbpedia.org/resource/44th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Award_for_Best_Actress,100
http://dbpedia.org/resource/Empire_Award,100
http://dbpedia.org/resource/54th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Joe_Williams_(film_critic),100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Award_for_Best_Director,100
http://dbpedia.org/resource/Directors_Guild_of_America_Awards_1999,100
http://dbpedia.org/resource/Annie_Award_for_Voice_Acting_in_a_Feature_Production,100
http://dbpedia.org/resource/Kansas_City_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/Spacey_Awards,100
http://dbpedia.org/resource/Screen_Award_for_Best_Male_Playback,100
http://dbpedia.org/resource/Screen_Award_for_Best_Action,100
http://dbpedia.org/resource/IIFA_Award_for_Best_Costume_Design,100
http://dbpedia.org/resource/Academy_Award_for_Best_Documentary_(Feature),100
http://dbpedia.org/resource/Phoenix_Film_Critics_Society_Awards_2009,100
http://dbpedia.org/resource/Primetime_Emmy_Award,100
http://dbpedia.org/resource/Golden_Horse_Awards,100
http://dbpedia.org/resource/MTV_Movie_Award_for_Best_Frightened_Performance,100
http://dbpedia.org/resource/53rd_Academy_Awards,100
http://dbpedia.org/resource/Amanda_Awards,100
http://dbpedia.org/resource/27th_Guldbagge_Awards,100
http://dbpedia.org/resource/Hong_Kong_Film_Award_for_Best_Actor,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Art_Direction_and_Production_Design,100
http://dbpedia.org/resource/Saturn_Award_for_Best_DVD_or_Blu-ray_Special_Edition_Release,100
http://dbpedia.org/resource/IIFA_Award_for_Best_Editing,100
http://dbpedia.org/resource/Template:Blue_Ribbon_Award_for_Best_Film,100
http://dbpedia.org/resource/2001_MTV_Movie_Awards,100
http://dbpedia.org/resource/15th_Golden_Raspberry_Awards,100
http://dbpedia.org/resource/32nd_Annie_Awards,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Editing,100
http://dbpedia.org/resource/Oklahoma_Film_Critics_Circle_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/67th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/AACTA_International_Award_for_Best_Screenplay,100
http://dbpedia.org/resource/Asia_Pacific_Screen_Award_for_Best_Screenplay,100
http://dbpedia.org/resource/Las_Vegas_Film_Critics_Society_Award_for_Best_Visual_Effects,100
http://dbpedia.org/resource/Screen_Award_for_Best_Special_Effects,100
http://dbpedia.org/resource/58th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Critics_Choice_Awards,100
http://dbpedia.org/resource/Annie_Award_for_Music_in_an_Animated_Feature_Production,100
http://dbpedia.org/resource/Costume_Designers_Guild_Awards_2009,100
http://dbpedia.org/resource/People's_Choice_Award,100
http://dbpedia.org/resource/MTV_Video_Music_Award,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Awards_1997,100
http://dbpedia.org/resource/PGA_Awards,100
http://dbpedia.org/resource/Dallas%E2%80%93Fort_Worth_Film_Critics_Association_Awards_2012,100
http://dbpedia.org/resource/List_of_Brazilian_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/43rd_Annual_Grammy_Awards,100
http://dbpedia.org/resource/IIFA_Best_Male_Playback_Award,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Cinematography,100
http://dbpedia.org/resource/1992_Grammy_Awards,100
http://dbpedia.org/resource/Vancouver_Film_Critics_Circle_Awards_2005,100
http://dbpedia.org/resource/Writers_Guild_of_America_Awards_2008,100
http://dbpedia.org/resource/The_Comedy_Awards,100
http://dbpedia.org/resource/47th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/European_Film_Award_for_Best_Non-European_Film,100
http://dbpedia.org/resource/Independent_Spirit_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_1997,100
http://dbpedia.org/resource/ACE_Awards,100
http://dbpedia.org/resource/Phoenix_Film_Critics_Society_Award_for_Best_Supporting_Actress,100
http://www.indexoncensorship.org/2009/04/21/freedom-of-expression-award-2009-recipients-announced/,100
http://dbpedia.org/resource/Annie_Award_for_Writing_in_a_Feature_Production,100
http://dbpedia.org/resource/1999_MTV_Movie_Awards,100
http://dbpedia.org/resource/AFI's_100_Years..._100_Cheers,100
http://dbpedia.org/resource/56th_Annual_Grammy_Awards,100
http://dbpedia.org/resource/Template:Golden_Globe_Award_for_Best_Foreign_Language_Film_1965%E2%80%931989,100
http://dbpedia.org/resource/List_of_Hungarian_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Discover_Screenwriting_Award_2004,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Costume_Design,100
http://dbpedia.org/resource/List_of_Philippine_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/List_of_Greek_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/11th_Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/Oklahoma_Film_Critics_Circle,100
http://dbpedia.org/resource/Template:Asia_Pacific_Screen_Award_for_Best_Animated_Feature_Film,100
http://dbpedia.org/resource/MTV_Movie_Award_for_Best_Action_Sequence,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Actress_%E2%80%93_Motion_Picture_Musical_or_Comedy,100
http://dbpedia.org/resource/Dallas-Fort_Worth_Film_Critics_Association_Awards,100
http://dbpedia.org/resource/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film,100
http://dbpedia.org/resource/CableACE_Award,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Awards_2011,100
http://dbpedia.org/resource/62nd_Golden_Globe_Awards,100
http://dbpedia.org/resource/17th_Independent_Spirit_Awards,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Adapted_Screenplay,100
http://dbpedia.org/resource/19th_Critics'_Choice_Awards,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Motion_Picture_Actor_-_Drama,100
http://dbpedia.org/resource/San_Francisco_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/1992_MTV_Movie_Awards,100
http://dbpedia.org/resource/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Female_Actor_in_a_Supporting_Role_-_Motion_Picture,100
http://dbpedia.org/resource/List_of_submissions_to_the_32nd_Academy_Awards_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Producers_Guild_of_America_Awards_2007,100
http://dbpedia.org/resource/Nickelodeon_Australian_Kids'_Choice_Awards_2005,100
http://dbpedia.org/resource/Independent_Spirit_Award_for_Best_First_Feature,100
http://dbpedia.org/resource/41st_Annie_Awards,100
http://dbpedia.org/resource/Academy_Award_for_Best_Story,100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Awards_2011,100
http://dbpedia.org/resource/49th_Grammy_Awards,100
http://dbpedia.org/resource/37th_C%C3%A9sar_Awards,100
http://dbpedia.org/resource/Template:C%C3%A9sarAwardBestFilm_2000%E2%80%932019,100
http://dbpedia.org/resource/Inside_Film_Awards,100
http://dbpedia.org/resource/61st_Directors_Guild_of_America_Awards,100
http://dbpedia.org/resource/Robert_F._Kennedy_Journalism_Award,100
http://dbpedia.org/resource/Norwegian_Board_of_Health_Supervision,100
http://dbpedia.org/resource/St._Louis_Gateway_Film_Critics_Association_Award_for_Best_Actress,100
http://dbpedia.org/resource/11th_Satellite_Awards,100
http://dbpedia.org/resource/Kid's_Choice_Awards,100
http://dbpedia.org/resource/Longman-History_Today_Awards,100
http://dbpedia.org/resource/Special_Achievement_Academy_Award,100
http://dbpedia.org/resource/36th_C%C3%A9sar_Awards,100
http://dbpedia.org/resource/Category:Films_featuring_a_Best_Supporting_Actress_C%C3%A9sar_Award_winning_performance,100
http://dbpedia.org/resource/Template:Mainichi_Film_Award_for_Best_Film,100
http://dbpedia.org/resource/16th_Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/Southeastern_Film_Critics_Association_Awards_2011,100
http://dbpedia.org/resource/Annie_Award_for_Writing_in_an_Animated_Feature_Production,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Actress_in_an_Action_Movie,100
http://dbpedia.org/resource/Template:Broadcast_Film_Critics_Association_Award_for_Best_Action_Film,100
http://dbpedia.org/resource/56th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Template:Golden_Globe_Award_for_Best_Foreign_Language_Film_2010%E2%80%932029,100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Awards_2007,100
http://dbpedia.org/resource/36th_Golden_Globe_Awards,100
http://dbpedia.org/resource/List_of_German_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Russian_Guild_of_Film_Critics,100
http://dbpedia.org/resource/Genie_Award_for_Best_Performance_by_an_Actor_in_a_Leading_Role,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Award_for_Best_Screenplay,100
http://dbpedia.org/resource/Southeastern_Film_Critics_Association_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Independent_Spirit_Awards_2010,100
http://dbpedia.org/resource/Drama_Desk_Award,100
http://dbpedia.org/resource/2001_Independent_Spirit_Awards,100
http://dbpedia.org/resource/24th_GLAAD_Media_Awards,100
http://dbpedia.org/resource/2010_New_York_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/Template:AACTAAward_BestMusicScore_2000-2019,100
http://dbpedia.org/resource/Screen_Award_for_Best_Film,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Award_for_Best_Screenplay,100
http://dbpedia.org/resource/Claude_Jutra_Award,100
http://dbpedia.org/resource/MTV_Movie_Award_for_Best_Movie,100
http://dbpedia.org/resource/38th_Saturn_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Cinematography,100
http://dbpedia.org/resource/Award_of_the_Japanese_Academy,100
http://dbpedia.org/resource/Kinema_Junpo_Award,100
http://dbpedia.org/resource/Asia_Pacific_Screen_Award_for_Achievement_in_Directing,100
http://dbpedia.org/resource/6th_Asian_Film_Awards,100
http://dbpedia.org/resource/ALMA_Awards,100
http://dbpedia.org/resource/Florida_Film_Critics_Circle_Award_for_Best_Actress,100
http://dbpedia.org/resource/Cinema_Audio_Society_Awards_2013,100
http://dbpedia.org/resource/News_&_Documentary_Emmy_Award,100
http://dbpedia.org/resource/AACTA_International_Award_for_Best_Direction,100
http://dbpedia.org/resource/AACTA_Award_for_Best_Editing,100
http://dbpedia.org/resource/Guldbagge_Award_for_Best_Actress_in_a_Leading_Role,100
http://dbpedia.org/resource/Golden_Satellite_Awards_1998,100
http://dbpedia.org/resource/Category:Films_that_won_the_Academy_Award_for_Best_Story,100
http://dbpedia.org/resource/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Male_Actor_in_a_Supporting_Role_-_Motion_Picture,100
http://dbpedia.org/resource/Hong_Kong_Film_Award_for_Best_Film,100
http://dbpedia.org/resource/YoungStar_Award,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Awards_2008,100
http://dbpedia.org/resource/62nd_Academy_Awards,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Award_for_Best_Animated_Film,100
http://dbpedia.org/resource/Template:NAACP_Image_Award_for_Outstanding_Motion_Picture,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Actress_-_Motion_Picture_Musical_or_Comedy,100
http://dbpedia.org/resource/Hochi_Film_Awards,100
http://dbpedia.org/resource/Australian_Film_Institute_Award,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Visual_Effects,100
http://dbpedia.org/resource/List_of_film_awards,100
http://dbpedia.org/resource/Template:Nebula_Award_for_Best_Script/Bradbury_Award_2001%E2%80%932020,100
http://dbpedia.org/resource/Houston_Film_Critics_Society_Awards_2007,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Animated_Feature,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/American_Comedy_Award,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Awards_2011,100
http://dbpedia.org/resource/Toronto_Film_Critics_Association_Award_for_Best_Director,100
http://dbpedia.org/resource/Genesis_Award,100
http://dbpedia.org/resource/Hochi_Film_Award,100
http://dbpedia.org/resource/Filmfare_Awards,100
http://dbpedia.org/resource/London_Film_Critics_Circle_Awards_2004,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Satellite_Awards_2005,100
http://dbpedia.org/resource/Austin_Film_Critics_Association_Awards_2007,100
http://dbpedia.org/resource/29th_Boston_Society_of_Film_Critics_Awards,100
http://dbpedia.org/resource/Southeastern_Film_Critics_Association_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/Academy_Award_for_Best_Original_Music_Score,100
http://dbpedia.org/resource/IIFA_Award_for_Best_Art_Direction,100
http://dbpedia.org/resource/Amnesty_International-DOEN_Award,100
http://dbpedia.org/resource/VES_Award,100
http://dbpedia.org/resource/2014_Kids'_Choice_Awards,100
http://dbpedia.org/resource/Goya_Award_for_Best_New_Actress,100
http://dbpedia.org/resource/Nickelodeon_Australian_Kids'_Choice_Awards,100
http://dbpedia.org/resource/Screen_Actors_Guild_Awards_1997,100
http://dbpedia.org/resource/Black_Reel_Award:_Best_Director,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Actor_-_Motion_Picture_Musical_or_Comedy,100
http://dbpedia.org/resource/1st_Asian_Film_Awards,100
http://dbpedia.org/resource/52nd_Directors_Guild_of_America_Awards,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Composer,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Award_for_Best_Music,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/BBC_Four_World_Cinema_Awards,100
http://dbpedia.org/resource/Template:FilmfareAwardBestFilm_1991-2010,100
http://dbpedia.org/resource/Phoenix_Film_Critics_Society_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/AFI's_100_Years_100_Movies,100
http://dbpedia.org/resource/2005_ESPY_Awards,100
http://dbpedia.org/resource/List_of_films_with_all_four_Academy_Award_acting_nominations,100
